"Business Name","Website","Phone","Redeem Type"
"CHILL","https://www.chill-shop.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-8810728","Online"
"Choose Your Cookies","https://www.choose-your-cookies.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6780886","Online"
"CHOZEN","https://chozen.co.il/collections/brownie/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-2695660","Online"
"CHRISTINA","https://www.christina.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7774825","Online"
"Claro","http://www.clarotlv.com/","03-6017777","In-store"
"CLAY HOUSE","https://www.clayhousetlv.com/","0544728741","In-store"
"ClaylaTLV","https://www.claylatlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9051221","In-store"
"clearly","https://clearly.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0505021234","Online"
"CLINIQUE","https://www.clinique.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7770888","In-store"
"COCONUT LOVE","https://coconutlove.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9349342","Online"
"COLOR CAFE","https://www.colorcafe.shop/","050-7817012","In-store"
"COLORIA TLV","https://www.facebook.com/people/Coloria-TLV/61573749634749/?_rdr","0549906653","In-store"
"Converse","","039051740  ","In-store"
"Cook and Bake","http://www.cook-bake.co.il/","1800-800-196","In-store"
"COS","https://www2.hm.com/hw_il/ladies/brands/cos.html?utm_source=google&utm_medium=cpc&utm_campaign=search-brand-cos&gad_source=1&gad_campaignid=23357021470&gbraid=0AAAAAC7KI49JYhYyi_A1s_BXN67YDLyxy&gclid=Cj0KCQjwgr_NBhDFARIsAHiUWr6RRnpEJWkLtDY_jEOCu7I526lf92DvA6yPXPLj84fs6fseo5ORYaUaAuDaEALw_wcB/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","074-7157321","In-store"
"COTTON CLUB","https://cottonclub.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0747698668","Online"
"Crazy Line","https://www.crazyline.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral ","08-9325019","In-store"
"Creatures of Habit","https://cohjewelry.com/he?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0552639716","Online"
"Crocs","https://weshoes.co.il/collections/crocs?gad_source=1&gad_campaignid=21251538692&gbraid=0AAAAADQuxqzQcCq5y2YLnJAM8QvT6qGWt&gclid=Cj0KCQiArOvIBhDLARIsAPwJXObfhIV_P3L1enhnn_J7t7eLsrWV4zUXLOsEDTsj4k81Lti7Kb4ODKAaArJHEALw_wcB","03-6213033","In-store"
"Crown club","https://www.crownclub.co.il/about","04-6508007","In-store"
"CUE","https://cuetlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-303-4155","In-store"
"Daisy mei","https://daisymei.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4240701","Online"
"Dance Tel Aviv","http://www.dancetelaviv.co.il/","03-5220215","In-store"
"Danielle Gerber","https://daniellegerber.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-227-4869","Online"
"Daphne Skin","https://daphneskin.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0528647776","Online"
"DARYA","https://d-a-r-y-a.store/.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8940822","Online"
"DASI Boutique Experience","https://www.dasiboutique.co.il/?utm_source=&utm_medium=&utm_campaign=","0502162009","In-store"
"Daysy","https://daysy.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral"," 03-9492000","Online"
"De Beer","http://www.de-beer.co.il","077-6160061","In-store"
"DÉ FACTO","https://www.defacto-tlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","⁦077-938-6172⁩","In-store"
"Dé Rococo","https://www.de-rococo.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9595101","Online"
"decorado","https://www.decorado.co.il/","0772003632","In-store"
"Deep siam","https://www.deepsiam.co.il/","0723334740","In-store"
"Deli Queso","","03-6391004","In-store"
"DELI VINO","https://www.delivino.co.il/","09-7902201","In-store"
"DENIM BAR","https://www.facebook.com/DenimDrinksFirst#?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8688383","In-store"
"Desert HOM By Glow","https://glow-glamping.co.il/resort/desert-hom-by-glow/?utm_source=&utm_medium=&utm_campaign=&utm_source=&utm_medium=&utm_campaign=","073-3715222","In-store"
"Desigual","https://chozen.co.il/brands/brand/desigual.html","073-2695650","In-store"
"DeVine","https://www.devine.co.il/","03-5445130","In-store"
"Dixie","https://www.dixie.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6966123","Online"
"DKNY","https://www.globalonline.co.il/brands/dkny?srsltid=AfmBOoqFbge0rCtZLNh-D0rM7x75s-qReclN0lRhdeRmKo2y-5fYULhn","03-3733188","In-store"
"DOLĆE MILA","https://www.milas.co.il/dolce-mila?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0732377030","In-store"
"DOMO","https://www.facebook.com/domoIL?rdid=KNoaYjbOkErBTZCW&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F1FH19LREoW%2F#","03-5181558","In-store"
"Don't tell Mama","https://www.donttellmama-studio.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-7560008","Online"
"Donna Victoria","https://donnavictoria.co.il/","054-6836371","In-store"
"DREAM SPORT","https://www.dreamcard.co.il/DREAM_SPORT","03-623-8230","In-store"
"DREAME","https://www.dreame-israel.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","8959*","Online"
"DRIX GAME CAFE","https://www.drixhaifa.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-9604226","In-store"
"DRONDEN","https://dronden.co.il/?utm_source=&utm_medium=&utm_campaign=","0548187272","In-store"
"EATALIA","https://eatalia-israel.co.il/","03-6989820","In-store"
"Eats Cafeteria","https://www.eatscafeteria.com/","052-6611302","In-store"
"Eazy2gift","https://eazy2gift.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-7125510","Online"
"econawa","https://econawa.co/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0524473136","Online"
"Ecosupp","https://ecosupp.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1801226226","Online"
"ELIT SWIMWEAR","https://elitswimwear.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-3455377","Online"
"ellesse","https://ellesse.com//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0732505050","In-store"
"EMPORIUM","https://www.emporium.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-9605600","Online"
"ENERGYM","https://energym.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2500152","Online"
"Enerjucier","https://www.facebook.com/enerjuicerisrael/","03-6018282","In-store"
"ERA  ACTIVE","https://www.era-active.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0505479238","Online"
"Erborian","https://il.erborian.com/","03-5015508","In-store"
"Erroca by Super-Pharm","https://erroca.co.il/","054-6701116","In-store"
"ESKIMOS","https://www.eskimos.co.il/","054-4538030","In-store"
"ESTEE LAUDER","https://www.esteelauder.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7770888","In-store"
"Eureka Workshop","https://eureka-jaffa.com/","054-866-6262","In-store"
"ÉVE PROMETICS","https://evepro.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4447265","Online"
"EVER LAB","https://ever-lab.co/","079-6299299","In-store"
"Extreme","https://asabro.co.il/","1700-555-170","In-store"
"Eye Glow","https://www.eyeglow.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9662785","Online"
"FANTASTIC","https://www.fantastictlv.com/","03-5164700","In-store"
"Femina","https://femina.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7710710","Online"
"FESTIVE","https://festive.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-967-8292","Online"
"FINE RITUALS","https://www.fine-rituals.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-7103009","Online"
"FIORI","http://www.fioritlv21.co.il/","03-5530160","In-store"
"Fit House","https://fithouse.co.il/","053-4774367","In-store"
"Floralis","https://www.floralis.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9568710","Online"
"FLY AWAY","https://www.flyaway.co.il/","055-8900100","In-store"
"FLYBYFLY","https://www.flybyfly.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral"," 03-6139731","Online"
"FlyFoot","https://www.flyfoot.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","In-store"
"Flying Tiger","",".","In-store"
"Food Appeal","https://www.foodappeal-online.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral/","03-6947080","Online"
"FOOD TERMINAL","https://www.foodterminal.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7580000","Online"
"Foody","https://foody.co.il/?gclid=EAIaIQobChMI4djh8afa5AIVlM13Ch0cYwyDEAAYASAAEgJMhPD_BwE"," 052-2406169","In-store"
"Foot Locker","https://footlocker.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","039051740  ","Online"
"Forever21","https://www.oneprojectshop.com/collections/forever-21?srsltid=AfmBOorFo3V4qd5lxeDwoPtJHx1wm-XeXR49NGM9YECl_vD2mQydJhPm","052-5402100","In-store"
"ForeverTold","https://forevertold.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0557216813","Online"
"FOX","http://www.fox.co.il","03-9051740","Online"
"Fox Home","http://www.foxhome.co.il","039051740  ","Online"
"Frame Sushi Bar | Unniko Sushi","https://frame-sushibar.co.il//","03-6498080","In-store"
"FRANGELICO","https://frangelicobar.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","9290*","In-store"
"Freefit","https://freefit.co.il/","03-3730300","In-store"
"G-CONCEPT","https://www.globalonline.co.il/","054-4455316","In-store"
"Gaby's","https://gabys.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0544633540","Online"
"GADE","http://www.gade.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7666200","Online"
"GAL GONEN","https://galgonen.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-6570207","Online"
"Gali","https://www.gali.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-70-78-79","Online"
"Gambino retro X","https://www.gambino.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0553030454","Online"
"GANT","https://www.gant.co.il/?utm_source=google&utm_id=22516076335&utm_term=gant%20%D7%99%D7%A9%D7%A8%D7%90%D7%9C&utm_content=750381642710&utm_medium=cpc&gad_source=1&gad_campaignid=22516076335&gbraid=0AAAAACo76E4COgSsii8L2SgQm999byB05&gclid=Cj0KCQjwmYzIBhC6ARIsAHA3IkQrNckRAG0LhkHVF0D5nhOumCtn3IdNNXVUwIh-1skKLGMHNdz6PTQaAqitEALw_wcB","03-5412323","In-store"
"Garmin","https://www.garmin.co.il/","0732446060","In-store"
"Gatsby","https://www.gatsby.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-8147143","In-store"
"Getaway by BUYME","https://getaway.buyme.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","-","Online"
"GIN CLUB","https://ginclubsupreme.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","058-7060111 ","In-store"
"Giraffe","https://www.giraffe.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","3607*","In-store"
"Gitta bags","https://gittabags.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9442394","Online"
"Give a SMILE‎ by BUYME","https://buyme.giveasmile.me/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0","Online"
"GLO jewelries","https://www.glo-jewelries.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0544234100","Online"
"GLOBAL BRANDS","https://www.globalonline.co.il/","03-3733188","In-store"
"GOLBARY","https://www.golbary.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7597171","Online"
"Golf Kids","http://www.golfco.co.il/","03-6451515","In-store"
"GOLF&CO","http://www.golfco.co.il/","03-6451515","In-store"
"Gon Surfing","https://houseofgon.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0543108416","Online"
"Good Morning Sunshine","https://www.sunshine.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral",".","In-store"
"GOOM","https://goom.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-7296670","Online"
"GOVANA Fashion","https://govana.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-8991444","Online"
"Grinberg Burger","https://www.grinbergburger.co.il/lp/gb?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6703626","Online"
"GROOVIM","https://groovim.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0553054943 ","Online"
"GUESS","https://www.globalonline.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3733188","In-store"
"Guilty","https://www.guilty.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-800-5000-47","Online"
"Guy Eitani healing","https://guyeitani.com/?utm_source=&utm_medium=&utm_campaign=","054-7975800","In-store"
"H&M","http://www.hm.com/il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-5909957","In-store"
"H&M HOME","http://www.hm.com/il/","074-7155555","In-store"
"H&O","https://www.h-o.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3737117","Online"
"H&O ו- Carter's/Oshkosh","http://www.h-o.co.il/","1700-700-470","Online"
"H&O Kids","https://www.h-o.co.il/?gad_source=1&gad_campaignid=20978918357&gbraid=0AAAAApLCf_I_GbL4Vw78zTQgNVp-Jn76x&gclid=CjwKCAiA_dDIBhB6EiwAvzc1cOUR4RrQLgTPzlod8js653jNmng4Z9TrEJBI6ERPKEG07-a-nmGD8xoCfl0QAvD_BwE","03-3737117","In-store"
"Hackett","https://www.g-box.co.il/hackett","035412323","In-store"
"HACKETT & GANT","https://www.gant.co.il/","035412323","In-store"
"Happy Hempy","https://www.happy-hempy.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0546200699","Online"
"HAPPY LEMON","","089325019","In-store"
"Head Spa Israel","https://calmark.io/p/yisId?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0505672024","In-store"
"HELENA","","03-6536090","In-store"
"HELENA- מותג אופנה","https://helenatlv.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-3580511","Online"
"Hili Toys","https://hilitoys.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0557233611","Online"
"Hilisplay","https://hilisplay.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-3743322","Online"
"Hipster","https://hipsterstyle.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-9767667","Online"
"HOLYLAND CIVILIANS","https://holylandcivilians.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0556639995","Online"
"HOME DECOR","https://www.home-decor.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9999880","Online"
"Homegrown","https://homegrown-pro.com/","0524438303","In-store"
"HOMY","https://homytlv.com/","077-3601600 (וואטסאפ)","In-store"
"HOODIES","http://www.hoodies.co.il/","03-9032589","In-store"
"HOTCROWN Jewelry","http://www.hotcrown.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","072-2991000","Online"
"Hotel Lear Sense","https://www.learhotel.co.il/?reffrom=googleads_il_he_brand&gclid=EAIaIQobChMIoNXI_tTW6wIVmKZ3Ch0bmABwEAAYASAAEgI9R_D_BwE","08-668-0088","In-store"
"HOUSE OF JOY SPA","https://houseofjoyspa.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-5274468","In-store"
"HUB-ility","https://hub-ility.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-9212270","Online"
"I AM LITTLE","https://did.li/0MnmC","055-9973134","In-store"
"I JUMP","http://www.ijump.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5522022","In-store"
"I Optic","https://www.i-optic.co.il/","1-700-555-112","In-store"
"iBags וקיפלינג","https://www.ibags.net/","08-8681315","In-store"
"ICE CUBE","https://ice-cube.co.il/","info@ice-cube.co.il","In-store"
"Ice healing center","https://www.icehealingcenter.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-2487621","In-store"
"ICONIX","https://iconix.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7664811","Online"
"IL MAKIAGE","https://www.ilmakiage.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","1-700-700-345","Online"
"Imahot","https://imahot-design.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-3494220","Online"
"IMRACING","https://imracing.co.il/","054-6464698","In-store"
"INCENSE","https://incenseparfums.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0535353700","Online"
"inhale exhale","https://www.inhaleexhale.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-7567547","Online"
"INK HOTEL","https://inkhotel.com/","03-5030088","In-store"
"Instablock","https://instablock.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0548899538","Online"
"Intech","https://intech-trade.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","053-371-6600","Online"
"INTER JEANS BY NYOU","https://www.nine72.com/pages/stores?srsltid=AfmBOorFKrMqSrkeD77CME29oSUktQ79ZDZqaAFdyCdIEb2Gylcszl7A","074-7695903","In-store"
"Intimissimi","https://interfashion.co.il/pages/intimissimi/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9725058","In-store"
"INTOTO","https://intoto.co.il/","052-5944476","In-store"
"IROBOT","https://irobot.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","*3055","In-store"
"Ironline","https://ironline.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","050-4348880","Online"
"Israel-2GO","https://israel-2go.co.il/","053-7477785","In-store"
"IT MOMZ","https://www.itmomz.com//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-7121217","Online"
"ITAY BRANDS","https://www.itaybrands.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-9985505","Online"
"IZEN SPA","http://www.izenspa.co.il","054-4548716","In-store"
"JACK KUBA","https://jack-kuba.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6530408","Online"
"Jah Spa אילת","https://argamanspa.co.il/ ","052-9707717","In-store"
"Jah Spa הרצליה","https://argamanspa.co.il/ ","052-9707707","In-store"
"Jah Spa קיסריה","https://www.facebook.com/profile.php?id=100094258283926","052-9707711","In-store"
"JanSport","https://www.jansport.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0549192611","Online"
"JAPAN-JAPAN","https://www.japan-japan.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","*3304","Online"
"JEM'S","https://www.jems.co.il/","https://www.jems.co.il/branches/","In-store"
"Jet Lag","http://jetlag.co.il","04-8804102 ","In-store"
"JEZ V","https://jez.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0546713039","Online"
"Jiggeria","https://www.jiggeria.co.il/","054-7922926","In-store"
"JLY","https://jly.co.il//?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","052-2030379","Online"
"JO MALONE LONDON","https://www.jomalone.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7770888","In-store"
"John Boy","https://johnboytattoo.com/","0509021013","In-store"
"Joya","http://www.joya.co.il","5692*","In-store"
"Jrpole","https://www.jrpole.com/","0532836537","In-store"
"JUMP & ONOT","http://www.onot.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-3366063","Online"
"Jusa Cold Pressed","https://www.jusa.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7305599","Online"
"Just Believe Jewelry","https://www.justbelievejewelry.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4534439","Online"
"Just-Meat","https://www.just-meat.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","6867*","Online"
"JUV activewear","https://juv-activewear.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-2729963","Online"
"KAB KEM","http://www.kabkem.com/","03-6889960","In-store"
"KAHIKO Swimwear","http://kahikoswimwear.co.il?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7959479","In-store"
"Kalamata","http://www.kalamata.co.il/","03-6819998","In-store"
"Kedem Spa","https://kedemspahouse.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-3034070","In-store"
"KFC","https://www.kfc.co.il/","0737770900","In-store"
"KIKO MILANO","https://www.kikocosmetics.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-9139052","Online"
"KIPULIM","","052-637-0505","In-store"
"KITCHENEAT","https://kitcheneat.com/he?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0523716071","Online"
"KOA","https://yourkoa.co.il/","052-5712345","In-store"
"KoH Thai  - התאילנדית בסמילנסקי","https://koh-thai.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","08-6654854","In-store"
"KUALA","https://kualastyle.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7157575","Online"
"KUMI","https://ku-mi.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-6948872","Online"
"KUNI","https://kuni.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0506114141","Online"
"L.RAPHAEL by Ronit Raphael","https://beautyspa-jaffa.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","037785633","In-store"
"L'OCCITANE","https://il.loccitane.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","035569560","Online"
"La maison du savon","https://www.bytomweiss.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-3752232","Online"
"LA MONTIA","https://la-montia.co.il/","054-5538581","In-store"
"Laguna Sea Sports","https://www.laguna.co.il/?srsltid=AfmBOoqEXEp83rtzkDVVNqYMGEI5-Vhj09yVdgIYaMsDRx8iG60tRHyE","054-441-8611 / 054-350-4686","In-store"
"LAKE TLV","https://www.laketlv.co.il/","03-7391168","In-store"
"Laline","http://www.laline.co.il","039051740  ","Online"
"LALUN חופשות בישראל","https://club.lalun.com/?clubKey=57PbP5eQmFDzqHMqEqEa&utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-268-4649","Online"
"LAMER","https://la-mer.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","07-23940528","Online"
"LASTER","http://www.laster-design.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-5167186","Online"
"Lavic","https://he.lavicspasalon.com/","077-4322814","In-store"
"LE- house of asia","https://www.le-houseofasia.com/","03-7718555","In-store"
"LEE","https://leejeans.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-9490365","Online"
"Lee Cooper","https://www.leecooper.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-9590512","Online"
"lee cooper kids","https://www.leecooper.co.il/leecooper-kids","03-9590512","In-store"
"Legal Outfit","https://www.legaloutfit.co.il/en?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","077-7660931","Online"
"Legenda","https://www.leggenda.co.il/","050-8195645","In-store"
"Leo & Cubs","http://leoandcubs.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0507895983","Online"
"LEO ספא","https://villaspa.co.il/","08-9999975","In-store"
"LEOBUS","https://www.leobus.co.il/","058-7457390","In-store"
"Leonidas","https://leonidas.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-9505313","Online"
"LiatK-בית של אנרגיות טובות","https://www.liatkstore.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-4420065","Online"
"LIDOR BAR","https://www.lidorbar.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0559648775","Online"
"lilibloom","https://lilibloom.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","035200045","Online"
"Lilush box","https://www.lilushbox.com/"," 052-9401555","In-store"
"LILY ROSE","https://lilyrosenatural.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0584048441","Online"
"Liminal","https://liminal.co.il/?srsltid=AfmBOorh7zyI-F4msnWnj8Ph-RKCvKteNN590WCasQkY6Iia3aChKx22/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0504867770","Online"
"Linenz","http://www.linenzzz.com?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","0528924924","Online"
"LIVERE","","054-8884875","In-store"
"Login Hotels","https://loginnhotels.com/he","053-7772860","In-store"
"LOL ART","https://www.lol-art.com/","052-3301222","In-store"
"LONGCHAMP","https://chozen.co.il/brands/brand/longchamp.html","073-2695650","In-store"
"LOOCO","https://looco.co.il/","0548952046","In-store"
"LORD TICKETS","https://lordtickets.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","073-7027211","Online"
"Lorens","https://lorens.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-6771505","Online"
"lost","https://lo-st.co.il/","058-6777333","In-store"
"LULU Baby","https://baby-lulu.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","054-2469428","Online"
"LULU VINTAGE","https://lulu-vintage.com/","052-8222837","In-store"
"LUNEL","https://www.facebook.com/%D7%9E%D7%A0%D7%97%D7%9D-Menachem-109918654482624/","077-9800339","In-store"
"M32","https://m32.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","097603728","In-store"
"MAC","https://www.maccosmetics.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","03-7770888","In-store"
"magnolia","https://www.magnolia.co.il/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","09-7687606","In-store"
"Maika","https://www.ourmaika.com/?utm_source=buyme&utm_medium=referral&utm_campaign=buyme_website_referral","055-5583125","Online"
